"Var1"	"Freq"
"1966"	"Parkinsons disease	Disease	MESH:D010300
28844804	1038	1057	Parkinsons disease"	1
"1967"	"Parkinsons disease	Disease	MESH:D010300
28847804	1394	1396	PD	Disease	MESH:D010300
28847804	1413	1439	neurodegenerative disorder	Disease	MESH:D019636
28847804	1509	1524	Gaucher disease	Disease	MESH:D005776
28847804	1570	1572	PD	Disease	MESH:D010300
28847804	1665	1667	PD	Disease	MESH:D010300
28847804	1705	1720	Gaucher disease	Disease	MESH:D005776
28847804	1722	1752	especially glucosylsphingosine	Disease	MESH:C562515
28847804	1773	1775	PD	Disease	MESH:D010300
28847804	2020	2022	PD	Disease	MESH:D010300
28847794	78	97	Parkinsons disease"	1
"1968"	"Parkinsons Disease	Disease	MESH:D010300
28847804	154	169	Gaucher disease	Disease	MESH:D005776
28847804	171	173	GD	Disease	MESH:D005776
28847804	219	238	Parkinsons disease"	1
"1969"	"Parkinsons Disease	Disease	MESH:D010300
28848099	1385	1387	PD	Disease	MESH:D010300
28848099	1504	1525	neuronal degeneration	Disease	MESH:D009410
28848099	1529	1531	PD	Disease	MESH:D010300
28848099	1661	1663	PD	Disease	MESH:D010300
28848039	14	43	Deficits in Parkinson Disease	Disease	MESH:D010300
28848039	167	184	Parkinson disease	Disease	MESH:D010300
28848039	186	188	PD	Disease	MESH:D010300
28848039	786	788	PD	Disease	MESH:D010300
28848039	896	898	PD	Disease	MESH:D010300
28848039	1372	1374	PD	Disease	MESH:D010300
28848039	1489	1495	Tremor	Disease	MESH:D014202
28848039	1545	1547	PD	Disease	MESH:D010300
28848039	1696	1698	PD	Disease	MESH:D010300
28848039	1850	1852	PD	Disease	MESH:D010300
28847810	89	101	Parkinsonian	Disease	MESH:D020734
28847810	180	201	parkinsonian movement	Disease	MESH:D020734
28847810	547	559	parkinsonism	Disease	MESH:D010302
28847810	1885	1897	parkinsonian	Disease	MESH:D020734
28847810	2189	2208	Parkinsons disease"	1
"1970"	"Parkinsons Disease	Disease	MESH:D010300
28848099	325	344	Parkinsons disease"	1
"1971"	"Parkinsons disease	Disease	MESH:D010300
28853717	1395	1409	brain diseases	Disease	MESH:D001927
28853635	17	42	Neurodegenerative Disease	Disease	MESH:D019636
28853634	168	187	Parkinsons disease"	1
"1972"	"Parkinsons disease	Disease	MESH:D010300
28860381	225	227	PD	Disease	MESH:D010300
28860381	615	621	asthma	Disease	MESH:D001249
28860381	681	683	PD	Disease	MESH:D010300
28860381	947	949	PD	Disease	MESH:D010300
28860335	88	107	Parkinsons disease"	1
"1973"	"Parkinsons disease	Disease	MESH:D010300
28864907	278	280	PD	Disease	MESH:D010300
28864907	408	425	neurodegeneration	Disease	MESH:D019636
28864907	639	641	PD	Disease	MESH:D010300
28864907	924	926	PD	Disease	MESH:D010300
28864907	1078	1095	neurodegeneration	Disease	MESH:D019636
28864907	1349	1351	PD	Disease	MESH:D010300
28864907	1368	1370	PD	Disease	MESH:D010300
28864907	1399	1401	PD	Disease	MESH:D010300
28864907	1420	1422	PD	Disease	MESH:D010300
28864907	1494	1496	PD	Disease	MESH:D010300
28864907	1649	1651	PD	Disease	MESH:D010300
28864907	1708	1710	PD	Disease	MESH:D010300
28864907	1794	1796	PD	Disease	MESH:D010300
28864907	1955	1957	PD	Disease	MESH:D010300
28864907	1977	1979	PD	Disease	MESH:D010300
28864830	3	39	Stress and Neurodegenerative Disease	Disease	MESH:D000079225
28864830	169	195	neurodegenerative diseases	Disease	MESH:D019636
28864830	328	340	proteostasis	Disease	MESH:D057165
28864830	377	405	abnormal protein aggregation	Disease	MESH:D001791
28864830	475	487	proteostasis	Disease	MESH:D057165
28864830	536	542	stress	Disease	MESH:D000079225
28864830	555	561	stress	Disease	MESH:D000079225
28864830	599	616	neurodegenerative	Disease	MESH:D019636
28864830	815	821	stress	Disease	MESH:D000079225
28864830	825	851	neurodegenerative diseases	Disease	MESH:D019636
28864676	31	48	Parkinson disease	Disease	MESH:D010300
28864676	170	187	Parkinson disease	Disease	MESH:D010300
28864676	189	191	PD	Disease	MESH:D010300
28864676	278	280	PD	Disease	MESH:D010300
28864676	451	453	PD	Disease	MESH:D010300
28864676	624	636	constipation	Disease	MESH:D003248
28864676	667	694	REM sleep behavior disorder	Disease	MESH:D020187
28864676	834	836	PD	Disease	MESH:D010300
28864676	1438	1440	PD	Disease	MESH:D010300
28864118	35	47	sexual abuse	Disease	MESH:D020018
28864118	120	132	sexual abuse	Disease	MESH:D020018
28864118	669	681	sexual abuse	Disease	MESH:D020018
28864118	796	808	sexual abuse	Disease	MESH:D020018
28864118	848	860	sexual abuse	Disease	MESH:D020018
28864118	1060	1072	sexual abuse	Disease	MESH:D020018
28864118	1092	1108	vicarious trauma	Disease	MESH:D000068376
28864118	1304	1310	trauma	Disease	MESH:D014947
28864118	1334	1346	sexual abuse	Disease	MESH:D020018
28864118	1711	1723	sexual abuse	Disease	MESH:D020018
28863860	75	87	inflammation	Disease	MESH:D007249
28863860	91	108	neurodegeneration	Disease	MESH:D019636
28863860	244	270	neurodegenerative diseases	Disease	MESH:D019636
28863860	325	355	Alzheimer and Parkinson brains	Disease	MESH:D000544
28863860	746	765	neurotoxic proteins	Disease	MESH:D020258
28863860	777	789	inflammation	Disease	MESH:D007249
28863860	793	810	neurodegeneration	Disease	MESH:D019636
28863169	70	89	Parkinsons disease"	1
"1974"	"Parkinsons disease	Disease	MESH:D010300
28867149	152	171	Parkinsons disease"	1
"1975"	"Parkinsons Disease	Disease	MESH:D010300
28867149	564	566	PD	Disease	MESH:D010300
28867149	827	829	PD	Disease	MESH:D010300
28867149	1020	1022	PD	Disease	MESH:D010300
28867149	1289	1291	PD	Disease	MESH:D010300
28866850	43	62	Parkinsons Disease"	1
"1976"	"Parkinsons disease	Disease	MESH:D010300
28873462	187	189	PD	Disease	MESH:D010300
28873462	330	332	PD	Disease	MESH:D010300
28873462	485	487	PD	Disease	MESH:D010300
28873462	543	568	neurodegenerative disease	Disease	MESH:D019636
28873462	1219	1221	PD	Disease	MESH:D010300
28873046	72	89	Parkinson Disease	Disease	MESH:D010300
28873046	288	305	Parkinson disease	Disease	MESH:D010300
28873046	307	309	PD	Disease	MESH:D010300
28873046	501	503	PD	Disease	MESH:D010300
28873046	1024	1026	PD	Disease	MESH:D010300
28873046	1490	1509	Parkinsons Disease"	1
"1977"	"Parkinsons disease	Disease	MESH:D010300
28874699	115	117	PD	Disease	MESH:D010300
28874699	558	560	PD	Disease	MESH:D010300
28874699	951	953	PD	Disease	MESH:D010300
28874699	1128	1130	PD	Disease	MESH:D010300
28873879	12	18	Tremor	Disease	MESH:D014202
28873879	42	53	Limb tremor	Disease	MESH:D014202
28873879	184	190	tremor	Disease	MESH:D014202
28873879	234	251	supination tremor	Disease	MESH:C536418
28873879	351	357	tremor	Disease	MESH:D014202
28873864	43	61	Multiple Sclerosis	Disease	MESH:D009103
28873864	63	82	Parkinsons Disease"	1
"1978"	"Parkinsons disease	Disease	MESH:D010300
28882997	110	131	lysosomal dysfunction	Disease	MESH:D016464
28882997	186	203	neurodegeneration	Disease	MESH:D019636
28882997	207	226	Parkinsons disease"	1
"1979"	"Parkinsons disease	Disease	MESH:D010300
28883016	117	136	Parkinsons disease"	1
"1980"	"Parkinsons disease	Disease	MESH:D010300
28883016	420	445	mitochondrial dysfunction	Disease	MESH:D028361
28883016	604	623	Parkinsons disease"	1
"1981"	"Parkinsons disease	Disease	MESH:D010300
28884232	202	204	PD	Disease	MESH:D010300
28884232	210	240	progressive supranuclear palsy	Disease	MESH:D013494
28884232	242	245	PSP	Disease	MESH:D013494
28884232	558	560	PD	Disease	MESH:D010300
28884232	1209	1212	PSP	Disease	MESH:D013494
28884232	1217	1219	PD	Disease	MESH:D010300
28884232	1241	1243	PD	Disease	MESH:D010300
28884232	1342	1344	PD	Disease	MESH:D010300
28884232	1349	1352	PSP	Disease	MESH:D013494
28884232	1419	1436	neurodegeneration	Disease	MESH:D019636
28884232	1464	1477	parkinsonisms	Disease	MESH:D010302
28884232	1511	1513	PD	Disease	MESH:D010300
28884232	1527	1549	parkinsonian disorders	Disease	MESH:D020734
28884038	26	43	Parkinson Disease	Disease	MESH:D010300
28884038	45	61	Essential Tremor	Disease	MESH:D020329
28884038	90	96	Tremor	Disease	MESH:D014202
28884038	106	112	Tremor	Disease	MESH:D014202
28884038	182	188	tremor	Disease	MESH:D014202
28884038	208	227	Parkinsons disease"	1
"1982"	"Parkinsons disease	Disease	MESH:D010300
28886015	112	131	Parkinsons disease"	1
"1983"	"Parkinsons disease	Disease	MESH:D010300
28886015	1633	1652	Parkinsons disease"	1
"1984"	"Parkinsons disease	Disease	MESH:D010300
28889359	82	99	Parkinson disease	Disease	MESH:D010300
28889359	104	138	neurogenic orthostatic hypotension	Disease	MESH:D007024
28889358	21	55	neurogenic orthostatic hypotension	Disease	MESH:D007024
28889358	128	145	Parkinson disease	Disease	MESH:D010300
28889275	0	23	Neurotoxicity of Copper	Disease	MESH:D020258
28889275	206	224	copper homeostasis	Disease	MESH:D007706
28889275	268	286	copper homeostasis	Disease	MESH:D007706
28889275	336	353	copper deficiency	Disease	MESH:C535468
28889275	377	385	toxicity	Disease	MESH:D064420
28889275	599	607	toxicity	Disease	MESH:D064420
28889275	720	735	copper toxicity	Disease	MESH:C535468
28889275	741	767	neurodegenerative diseases	Disease	MESH:D019636
28889265	51	71	Huntingtons Disease"	1
"1985"	"Parkinsons disease	Disease	MESH:D010300
28890071	1495	1506	Parkinsons"	1
"1986"	"Parkinsons disease	Disease	MESH:D010300
28890071	473	484	Parkinsons"	1
"1987"	"Parkinsons disease	Disease	MESH:D010300
28890315	241	243	PD	Disease	MESH:D010300
28890315	561	563	PD	Disease	MESH:D010300
28890315	700	712	Activa  PC+S	Disease	MESH:D015324
28890315	1716	1718	PD	Disease	MESH:D010300
28890071	42	61	Parkinsons disease"	1
"1988"	"Parkinsons disease	Disease	MESH:D010300
28890341	282	284	PD	Disease	MESH:D010300
28890341	470	472	PD	Disease	MESH:D010300
28890341	592	594	PD	Disease	MESH:D010300
28890341	1522	1524	PD	Disease	MESH:D010300
28890315	89	108	Parkinsons disease"	1
"1989"	"Parkinsons disease	Disease	MESH:D010300
28892570	847	859	parkinsonism	Disease	MESH:D010302
28892059	69	88	Parkinsons disease"	1
"1990"	"Parkinsons disease	Disease	MESH:D010300
28899020	1231	1250	Parkinsons disease"	1
"1991"	"Parkinsons disease	Disease	MESH:D010300
28899020	1705	1724	Parkinsons disease"	1
"1992"	"Parkinsons disease	Disease	MESH:D010300
28899020	2345	2364	Parkinsons disease"	1
"1993"	"Parkinsons disease	Disease	MESH:D010300
28899020	2888	2907	Parkinsons disease"	1
"1994"	"Parkinsons disease	Disease	MESH:D010300
28899020	391	418	neurodegenerative disorders	Disease	MESH:D019636
28899020	427	446	Parkinsons disease"	1
"1995"	"Parkinsons disease	Disease	MESH:D010300
28899020	647	666	Parkinsons disease"	1
"1996"	"Parkinsons disease	Disease	MESH:D010300
28899020	987	1006	Parkinsons disease"	1
"1997"	"Parkinsons disease	Disease	MESH:D010300
28899958	156	158	PD	Disease	MESH:D010300
28899958	817	824	anxiety	Disease	MESH:D001007
28899958	883	890	Anxiety	Disease	MESH:D001007
28899958	976	978	PD	Disease	MESH:D010300
28899958	1154	1161	anxiety	Disease	MESH:D001007
28899958	1437	1444	anxiety	Disease	MESH:D001007
28899958	1652	1659	anxiety	Disease	MESH:D001007
28899958	1677	1679	PD	Disease	MESH:D010300
28899958	1800	1816	anxiety symptoms	Disease	MESH:D004421
28899958	1820	1822	PD	Disease	MESH:D010300
28899755	137	143	stress	Disease	MESH:D000079225
28899755	254	270	chronic diseases	Disease	MESH:D002908
28899755	421	447	neurodegenerative diseases	Disease	MESH:D019636
28899755	457	468	Alzheimers"	1
"1998"	"Parkinsons disease	Disease	MESH:D010300
28900002	203	222	Parkinsons disease"	1
"1999"	"Parkinsons disease	Disease	MESH:D010300
28900002	707	724	neurodegeneration	Disease	MESH:D019636
28900002	937	952	synucleinopathy	Disease	MESH:D000080874
28900002	1084	1101	neuritic swelling	Disease	MESH:D004487
28900002	1136	1159	impaired motor behavior	Disease	MESH:D001523
28900002	1315	1337	Hypertrophic microglia	Disease	MESH:D006984
28899958	34	41	anxiety	Disease	MESH:D001007
28899958	54	73	Parkinsons disease"	1
"2000"	"Parkinsons disease	Disease	MESH:D010300
28903492	296	298	PD	Disease	MESH:D010300
28903492	443	445	PD	Disease	MESH:D010300
28903492	688	707	Alzheimers disease"	1
"2001"	"Parkinsons disease	Disease	MESH:D010300
28903781	228	247	Parkinsons disease"	1
"2002"	"Parkinsons disease	Disease	MESH:D010300
28911198	235	237	PD	Disease	MESH:D010300
28911198	243	251	dementia	Disease	MESH:D003704
28911198	1024	1026	PD	Disease	MESH:D010300
28910619	130	149	Parkinsons disease"	1
"2003"	"Parkinsons disease	Disease	MESH:D010300
28917824	230	232	PD	Disease	MESH:D010300
28917824	450	452	PD	Disease	MESH:D010300
28917824	477	494	Lewy body disease	Disease	MESH:D020961
28917824	496	499	LBD	Disease	MESH:D020961
28917824	650	653	LBD	Disease	MESH:D020961
28917824	701	704	LBD	Disease	MESH:D020961
28917824	765	767	PD	Disease	MESH:D010300
28917824	1038	1041	LBD	Disease	MESH:D020961
28917824	1228	1230	PD	Disease	MESH:D010300
28917824	1398	1401	LBD	Disease	MESH:D020961
28917824	1469	1471	PD	Disease	MESH:D010300
28917824	1781	1784	LBD	Disease	MESH:D020961
28917823	43	62	Parkinsons disease"	1
"2004"	"Parkinsons Disease	Disease	MESH:D010300
28918051	154	173	Parkinsons disease"	1
"2005"	"Parkinsons disease	Disease	MESH:D010300
28918091	146	171	neurodegenerative disease	Disease	MESH:D019636
28918091	267	292	mitochondrial dysfunction	Disease	MESH:D028361
28918091	533	552	Parkinsons disease"	1
"2006"	"Parkinsons Disease	Disease	MESH:D010300
28922168	1585	1587	PD	Disease	MESH:D010300
28922167	25	44	Parkinsons Disease"	1
"2007"	"Parkinsons disease	Disease	MESH:D010300
28922168	191	193	PD	Disease	MESH:D010300
28922168	210	235	neurodegenerative disease	Disease	MESH:D019636
28922168	280	301	Olfactory dysfunction	Disease	MESH:D000857
28922168	381	383	PD	Disease	MESH:D010300
28922168	459	461	PD	Disease	MESH:D010300
28922168	550	552	PD	Disease	MESH:D010300
28922168	625	627	PD	Disease	MESH:D010300
28922168	678	680	PD	Disease	MESH:D010300
28922168	827	838	Parkinsons"	1
"2008"	"Parkinsons disease	Disease	MESH:D010300
28923294	361	363	PD	Disease	MESH:D010300
28923294	543	545	PD	Disease	MESH:D010300
28923294	607	613	tumors	Disease	MESH:D009369
28923294	889	891	PD	Disease	MESH:D010300
28923294	945	955	colorectal	Disease	MESH:D015179
28923294	1163	1173	colorectal	Disease	MESH:D015179
28923294	1842	1847	colon	Disease	MESH:D003110
28923293	33	60	REM sleep behavior disorder	Disease	MESH:D020187
28923293	94	113	Parkinsons disease"	1
"2009"	"Parkinsons disease	Disease	MESH:D010300
28923922	266	285	Parkinsons disease"	1
"2010"	"Parkinsons Disease	Disease	MESH:D010300
28924920	285	304	Parkinsons disease"	1
"2011"	"Parkinsons disease	Disease	MESH:D010300
28927576	226	228	PD	Disease	MESH:D010300
28927576	319	321	PD	Disease	MESH:D010300
28927576	752	754	PD	Disease	MESH:D010300
28927576	1399	1401	PD	Disease	MESH:D010300
28927418	111	130	Parkinsons disease"	1
"2012"	"Parkinsons disease	Disease	MESH:D010300
28927894	99	118	Parkinsons disease"	1
"2013"	"Parkinsons disease	Disease	MESH:D010300
28928962	138	146	dementia	Disease	MESH:D003704
28928962	157	165	dementia	Disease	MESH:D003704
28928962	218	245	neurodegenerative disorders	Disease	MESH:D019636
28928962	488	503	neuronal damage	Disease	MESH:D009410
28928962	658	666	dementia	Disease	MESH:D003704
28928831	83	95	glioblastoma	Disease	MESH:D005909
28928831	112	135	Glioblastoma multiforme	Disease	MESH:D005909
28928831	137	140	GBM	Disease	MESH:D005909
28928831	186	198	brain tumors	Disease	MESH:D001932
28928831	274	283	mortality	Disease	MESH:D003643
28928831	301	304	GBM	Disease	MESH:D005909
28928831	343	348	tumor	Disease	MESH:D009369
28928831	375	384	Parkinson	Disease	MESH:D010302
28928831	487	494	cancers	Disease	MESH:D009369
28928831	552	555	GBM	Disease	MESH:D005909
28928831	1140	1146	cancer	Disease	MESH:D009369
28928831	1224	1227	GBM	Disease	MESH:D005909
28928831	1288	1291	GBM	Disease	MESH:D005909
28928491	57	78	mesial frontal cortex	Disease	MESH:D008644
28928491	147	160	brain atrophy	Disease	MESH:C566985
28928491	293	300	atrophy	Disease	MESH:D001284
28928491	323	342	Parkinsons disease"	1
"2014"	"Parkinsons disease	Disease	MESH:D010300
28934392	153	155	PD	Disease	MESH:D010300
28934392	180	205	neurodegenerative disease	Disease	MESH:D019636
28934392	352	354	PD	Disease	MESH:D010300
28934392	550	564	retard disease	Disease	MESH:D003141
28934392	925	950	impacts neurodegeneration	Disease	MESH:D019636
28934392	1080	1093	neurotoxicity	Disease	MESH:D020258
28934392	1366	1379	neurotoxicity	Disease	MESH:D020258
28934392	1663	1676	neurotoxicity	Disease	MESH:D020258
28934392	1716	1745	neuronal cholesterol turnover	Disease	MESH:D052536
28934392	1784	1786	PD	Disease	MESH:D010300
28933707	42	61	Parkinsonian tremor	Disease	MESH:D020734
28933707	198	218	Parkinsonian tremors	Disease	MESH:D020734
28933707	247	253	tremor	Disease	MESH:D014202
28933707	400	406	tremor	Disease	MESH:D014202
28933707	474	493	Parkinsonian tremor	Disease	MESH:D020734
28933707	537	556	Parkinsons disease"	1
"2015"	"Parkinsons disease	Disease	MESH:D010300
28934619	185	193	dementia	Disease	MESH:D003704
28934619	195	198	PDD	Disease	MESH:D010300
28934619	261	279	cognitive deficits	Disease	MESH:D003072
28934619	295	312	motor dysfunction	Disease	MESH:D000068079
28934619	337	340	PDD	Disease	MESH:D010300
28934619	641	644	PDD	Disease	MESH:D010300
28934619	677	691	hypometabolism	Disease	
28934619	755	770	hypermetabolism	Disease	MESH:C565498
28934619	1133	1152	Alzheimers disease"	1
"2016"	"Parkinsons disease	Disease	MESH:D010300
28941828	100	107	Fatigue	Disease	MESH:D005221
28941828	135	154	Parkinsons disease"	1
"2017"	"Parkinsons disease	Disease	MESH:D010300
28945746	63	65	PD	Disease	MESH:D010300
28945746	96	122	neurodegenerative disorder	Disease	MESH:D019636
28945746	431	433	PD	Disease	MESH:D010300
28945746	479	481	PD	Disease	MESH:D010300
28945746	673	681	toxicity	Disease	MESH:D064420
28945597	147	165	movement disorders	Disease	MESH:D009069
28945597	175	194	Parkinsons disease"	1
"2018"	"Parkinsons disease	Disease	MESH:D010300
28951497	215	234	Parkinsons disease"	1
"2019"	"Parkinsons disease	Disease	MESH:D010300
28954882	38	55	Parkinson disease	Disease	MESH:D010300
28954882	62	64	PD	Disease	MESH:D010300
28954882	131	148	Parkinson disease	Disease	MESH:D010300
28954882	150	152	PD	Disease	MESH:D010300
28954882	231	233	PD	Disease	MESH:D010300
28954882	544	563	Parkinsons Disease"	1
"2020"	"Parkinsons disease	Disease	MESH:D010300
28955066	385	404	Parkinsons disease"	1
"2021"	"Parkinsons disease	Disease	MESH:D010300
28963338	125	133	dementia	Disease	MESH:D003704
28963338	587	598	Parkinsons"	1
"2022"	"Parkinsons disease	Disease	MESH:D010300
28965701	44	50	Tremor	Disease	MESH:D014202
28965701	149	161	parkinsonian	Disease	MESH:D020734
28965701	177	183	tremor	Disease	MESH:D014202
28965701	197	222	adverse cognitive effects	Disease	MESH:D003072
28965701	314	333	Parkinsons disease"	1
"2023"	"Parkinsons disease	Disease	MESH:D010300
28965745	389	397	toxicity	Disease	MESH:D064420
28965745	401	420	Parkinsons disease"	1
"2024"	"Parkinsons disease	Disease	MESH:D010300
28965931	1028	1047	Alzheimers disease"	1
"2025"	"Parkinsons disease	Disease	MESH:D010300
28965931	110	129	Parkinsons disease"	1
"2026"	"Parkinsons disease	Disease	MESH:D010300
28968082	335	337	PD	Disease	MESH:D010300
28968082	361	363	PD	Disease	MESH:D010300
28967605	1460	1484	congenital malformations	Disease	MESH:D000014
28967605	1520	1534	heart diseases	Disease	MESH:D006331
28967605	1556	1581	conotruncal malformations	Disease	MESH:C535464
28967605	1680	1704	congenital heart disease	Disease	MESH:D006331
28967605	1772	1800	Hypocalcemia and dysmorphism	Disease	MESH:D006996
28967605	1927	1937	rhinolalia	Disease	MESH:D013064
28967605	3007	3024	congenital defect	Disease	MESH:D009358
28967605	3061	3077	speech disorders	Disease	MESH:D013064
28967605	3189	3206	parkinson disease	Disease	MESH:D010300
28967438	58	75	cerebellar ataxia	Disease	MESH:D002524
28967438	77	95	spastic paraplegia	Disease	MESH:C536857
28967438	101	120	Parkinsons disease"	1
"2027"	"Parkinsons disease	Disease	MESH:D010300
28968236	169	188	Alzheimers Disease"	1
"2028"	"Parkinsons disease	Disease	MESH:D010300
28969383	101	122	Olfactory dysfunction	Disease	MESH:D000857
28969383	136	155	Parkinsons disease"	1
"2029"	"Parkinsons disease	Disease	MESH:D010300
28969383	1026	1045	Parkinsons disease"	1
"2030"	"Parkinsons disease	Disease	MESH:D010300
28969383	1734	1753	Parkinsons disease"	1
"2031"	"Parkinsons disease	Disease	MESH:D010300
28969383	2180	2199	Parkinsons disease"	1
"2032"	"Parkinsons disease	Disease	MESH:D010300
28969383	411	430	Parkinsons disease"	1
"2033"	"Parkinsons disease	Disease	MESH:D010300
28971009	169	188	Parkinsons disease"	1
"2034"	"Parkinsons disease	Disease	MESH:D010300
28971009	593	595	PD	Disease	MESH:D010300
28971009	817	819	PD	Disease	MESH:D010300
28971009	824	846	nonparkinsonian tremor	Disease	MESH:D014202
28971009	914	916	PD	Disease	MESH:D010300
28971009	1006	1008	PD	Disease	MESH:D010300
28971009	1259	1271	Parkinsonism	Disease	MESH:D010302
28971008	24	33	Parkinson	Disease	MESH:D010302
28971008	146	165	Parkinsons disease"	1
"2035"	"Parkinsons disease	Disease	MESH:D010300
28973645	201	220	Parkinsons disease"	1
"2036"	"Parkinsons disease	Disease	MESH:D010300
28973664	236	255	Parkinsons disease"	1
"2037"	"Parkinsons disease	Disease	MESH:D010300
28976022	76	95	Parkinsons disease"	1
"2038"	"Parkinsons disease	Disease	MESH:D010300
28980524	176	195	Parkinsons disease"	1
"2039"	"Parkinsons disease	Disease	MESH:D010300
28981090	1005	1018	neuroblastoma	Disease	MESH:D009447
28980730	31	50	Parkinsons disease"	1
"2040"	"Parkinsons disease	Disease	MESH:D010300
28985507	547	549	PD	Disease	MESH:D010300
28985507	1111	1121	cell death	Disease	MESH:D003643
28985507	1142	1144	PD	Disease	MESH:D010300
28985419	73	92	Parkinsons disease"	1
"2041"	"Parkinsons disease	Disease	MESH:D010300
28986235	757	778	impaired mitochondria	Disease	MESH:C564925
28986235	820	826	stress	Disease	MESH:D000079225
28986235	836	842	stress	Disease	MESH:D000079225
28986235	1626	1643	cognitive decline	Disease	MESH:D003072
28986235	1648	1660	osteoporosis	Disease	MESH:D010024
28986199	0	21	Vascular Parkinsonism	Disease	MESH:D010302
28986199	41	47	Stroke	Disease	MESH:D020521
28986199	158	179	vascular parkinsonism	Disease	MESH:D010302
28986199	181	185	VasP	Disease	MESH:D010302
28986199	192	198	stroke	Disease	MESH:D020521
28986199	236	240	VasP	Disease	MESH:D010302
28986199	271	283	parkinsonism	Disease	MESH:D010302
28986199	340	346	stroke	Disease	MESH:D020521
28986199	451	463	parkinsonism	Disease	MESH:D010302
28986199	588	592	VasP	Disease	MESH:D010302
28986199	606	612	stroke	Disease	MESH:D020521
28986199	962	974	parkinsonism	Disease	MESH:D010302
28986199	1021	1025	VasP	Disease	MESH:D010302
28986199	1158	1170	parkinsonism	Disease	MESH:D010302
28986199	1286	1298	parkinsonism	Disease	MESH:D010302
28986199	1356	1360	VasP	Disease	MESH:D010302
28986199	1386	1390	VasP	Disease	MESH:D010302
28986199	1590	1594	VasP	Disease	MESH:D010302
28986095	79	103	mitochondrial deficiency	Disease	MESH:D028361
28986095	122	141	Parkinsons disease"	1
"2042"	"Parkinsons disease	Disease	MESH:D010300
28986288	416	429	neuroblastoma	Disease	MESH:D009447
28986288	560	577	neurodegeneration	Disease	MESH:D019636
28986288	1305	1317	parkinsonism	Disease	MESH:D010302
28986288	1498	1508	neurotoxic	Disease	MESH:D020258
28986252	49	68	Parkinsons disease"	1
"2043"	"Parkinsons disease	Disease	MESH:D010300
28986467	280	299	Parkinsons disease"	1
"2044"	"Parkinsons Disease	Disease	MESH:D010300
28986467	771	773	PD	Disease	MESH:D010300
28986467	934	936	PD	Disease	MESH:D010300
28986467	1497	1499	PD	Disease	MESH:D010300
28986415	64	81	Parkinson disease	Disease	MESH:D010300
28986415	188	205	Parkinson disease	Disease	MESH:D010300
28986415	207	209	PD	Disease	MESH:D010300
28986415	385	387	PD	Disease	MESH:D010300
28986415	647	666	Parkinsons Disease"	1
"2045"	"Parkinsons disease	Disease	MESH:D010300
28987463	1888	1905	synucleinopathies	Disease	MESH:D000080874
28987461	27	46	Parkinsons disease"	1
"2046"	"Parkinsons disease	Disease	MESH:D010300
28987463	343	362	Parkinsons disease"	1
"2047"	"Parkinsons Disease	Disease	MESH:D010300
28988985	181	197	isogenic disease	Disease	MESH:D003141
28988985	1039	1058	Parkinsons-disease"	1
"2048"	"Parkinsons disease	Disease	MESH:D010300
28991672	110	129	Parkinsons disease"	1
"2049"	"Parkinsons disease	Disease	MESH:D010300
28991698	150	152	PD	Disease	MESH:D010300
28991698	336	344	dementia	Disease	MESH:D003704
28991698	348	350	PD	Disease	MESH:D010300
28991698	468	470	PD	Disease	MESH:D010300
28991698	711	713	PD	Disease	MESH:D010300
28991698	714	722	dementia	Disease	MESH:D003704
28991698	900	921	visual hallucinations	Disease	MESH:D006212
28991698	1001	1003	PD	Disease	MESH:D010300
28991698	1147	1149	PD	Disease	MESH:D010300
28991698	1234	1236	PD	Disease	MESH:D010300
28991698	1335	1356	visual hallucinations	Disease	MESH:D006212
28991698	1577	1601	visuospatial dysfunction	Disease	MESH:D000377
28991698	1616	1618	PD	Disease	MESH:D010300
28991698	1734	1736	PD	Disease	MESH:D010300
28991693	84	103	Parkinsons disease"	1
"2050"	"Parkinsons disease	Disease	MESH:D010300
28991700	223	225	PD	Disease	MESH:D010300
28991700	331	333	PD	Disease	MESH:D010300
28991700	470	493	orthostatic hypotension	Disease	MESH:D007024
28991700	497	499	PD	Disease	MESH:D010300
28991700	627	635	dementia	Disease	MESH:D003704
28991700	733	741	dementia	Disease	MESH:D003704
28991700	816	818	PD	Disease	MESH:D010300
28991700	1110	1118	dementia	Disease	MESH:D003704
28991700	1256	1258	PD	Disease	MESH:D010300
28991700	1277	1285	dementia	Disease	MESH:D003704
28991700	1548	1556	dementia	Disease	MESH:D003704
28991700	1620	1622	PD	Disease	MESH:D010300
28991700	1676	1684	dementia	Disease	MESH:D003704
28991700	1761	1763	PD	Disease	MESH:D010300
28991698	27	35	dementia	Disease	MESH:D003704
28991698	39	58	Parkinsons disease"	1
"2051"	"Parkinsons disease	Disease	MESH:D010300
28992347	622	628	cancer	Disease	MESH:D009369
28992347	985	999	encephalopathy	Disease	MESH:D001927
28992347	1012	1026	AL-amyloidosis	Disease	MESH:D000075363
28991711	0	6	Tremor	Disease	MESH:D014202
28991711	83	89	tremor	Disease	MESH:D014202
28991711	93	112	Parkinsons disease"	1
"2052"	"Parkinsons disease	Disease	MESH:D010300
29021298	1258	1277	Parkinsons Disease"	1
"2053"	"Parkinsons disease	Disease	MESH:D010300
29021298	217	236	Parkinsons disease"	1
